parent,child,source
us-gaap:Assets,us-gaap:SegmentReportingEntityConsolidatedAssets,auto
us-gaap:Revenues,us-gaap:SegmentReportingEntityConsolidatedRevenue,auto
us-gaap:OperatingExpenses,us-gaap:SegmentReportingInformationAmortizationExpense,auto
us-gaap:OperatingExpenses,us-gaap:SegmentReportingInformationOtherNoninterestExpense,auto
us-gaap:Assets,us-gaap:SegmentReportingSegmentAssets,auto
us-gaap:Revenues,us-gaap:SegmentReportingSegmentRevenue,auto
us-gaap:Assets,us-gaap:ServicingAsset,auto
us-gaap:Assets,us-gaap:ServicingAssetAtFairValueAdditions,auto
us-gaap:Assets,us-gaap:ServicingAssetAtFairValueChangesInFairValueResultingFromChangesInValuationInputs,auto
us-gaap:Assets,us-gaap:ServicingAssetAtFairValueOtherChangesInFairValue,auto
us-gaap:Assets,us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingChangeInTaxRateDeferredTaxAssetProvisionalIncomeTaxExpense,auto
us-gaap:Liabilities,us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingUndistributedAccumulatedEarningsOfForeignSubsidiaryProvisionalUnrecognizedDeferredTaxLiability,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsTaxCreditCarryforwardsGeneralBusiness,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanPlanAssetsLevel3ReconciliationIncreaseForPurchase,auto
us-gaap:Assets,us-gaap:AncillaryFeeIncomeGeneratedByServicingFinancialAssetsAmount,auto
us-gaap:Assets,us-gaap:AssetsAverageOutstanding,auto
us-gaap:Assets,us-gaap:AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesDiscountRate,auto
us-gaap:Assets,us-gaap:AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesPrepaymentSpeed,auto
us-gaap:Assets,us-gaap:AssumptionForFairValueOnSecuritizationDateOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesWeightedAverageLife,auto
us-gaap:Revenues,us-gaap:CashFlowHedgeGainLossReclassifiedToRevenueNet,auto
us-gaap:OperatingExpenses,us-gaap:CompensationExpenseExcludingCostOfGoodAndServiceSold,auto
us-gaap:OperatingExpenses,us-gaap:DebtSecuritiesAvailableForSaleChangeInPresentValueExpenseReversal,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesOtherComprehensiveIncome,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilityNotRecognizedCumulativeAmountOfTemporaryDifference,auto
us-gaap:Liabilities,us-gaap:DepositLiabilitiesReclassifiedAsLoansReceivable,auto
us-gaap:Liabilities,us-gaap:DepositLiabilitiesReclassifiedAsLoansReceivable1,auto
us-gaap:Liabilities,us-gaap:DerivativeLiabilityFairValueOfCollateral,auto
us-gaap:OperatingExpenses,us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpenseLeases,auto
us-gaap:OperatingExpenses,us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpenseLifeInsurance,auto
us-gaap:Assets,us-gaap:GainLossOnSecuritizationOfFinancialAssets,auto
us-gaap:OperatingExpenses,us-gaap:IncomeTaxReconciliationNondeductibleExpenseLeases,auto
us-gaap:OperatingExpenses,us-gaap:IncomeTaxReconciliationNondeductibleExpenseLifeInsurance,auto
us-gaap:Assets,us-gaap:IncreaseDecreaseInDerivativeAssetsAndLiabilities,auto
us-gaap:Liabilities,us-gaap:IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,auto
us-gaap:Revenues,us-gaap:InsuranceServicesRevenue,auto
us-gaap:Liabilities,us-gaap:InterestBearingDepositLiabilities,auto
us-gaap:Assets,us-gaap:LateFeeIncomeGeneratedByServicingFinancialAssetsAmount,auto
us-gaap:Assets,us-gaap:NetCreditLossOnLoansManagedOrSecuritizedOrAssetbackedFinancingArrangement,auto
us-gaap:Liabilities,us-gaap:NoninterestBearingDepositLiabilities,auto
us-gaap:Assets,us-gaap:OtherAssetsMiscellaneous,auto
us-gaap:Assets,us-gaap:OtherRealEstateAndForeclosedAssets,auto
us-gaap:Liabilities,us-gaap:ProductLiabilityContingencyRecoveryFromThirdPartyOfEnvironmentalRemediationCost,auto
us-gaap:Assets,us-gaap:ResidualValueOfLeasedAsset,auto
us-gaap:OperatingExpenses,us-gaap:RestrictedStockExpense,auto
us-gaap:Assets,us-gaap:SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInDiscountRate,auto
us-gaap:Assets,us-gaap:SensitivityAnalysisOfFairValueOfInterestsContinuedToBeHeldByTransferorServicingAssetsOrLiabilitiesImpactOfOtherThan10Or20PercentAdverseChangeInDiscountRatePercent,auto
us-gaap:Assets,us-gaap:ServicingAssetAtAmortizedValue,auto
us-gaap:Assets,us-gaap:ServicingAssetAtAmortizedValueFairValue,auto
us-gaap:OperatingExpenses,us-gaap:StockOptionPlanExpense,auto
us-gaap:OperatingExpenses,us-gaap:SuppliesAndPostageExpense,auto
us-gaap:OperatingExpenses,us-gaap:TravelAndEntertainmentExpense,auto
us-gaap:Assets,us-gaap:ValuationAllowanceForImpairmentOfRecognizedServicingAssetsProvisionsRecoveries,auto
us-gaap:Liabilities,us-gaap:VariableInterestEntityConsolidatedCarryingAmountLiabilities,auto
us-gaap:Assets,us-gaap:ForeclosedAssets,auto
us-gaap:Liabilities,us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionAfterReclassificationAdjustmentTax,auto
us-gaap:Liabilities,us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionAfterTaxAndReclassificationAdjustment,auto
us-gaap:Liabilities,us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionBeforeTaxAfterReclassificationAdjustment,auto
us-gaap:Liabilities,us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionReclassificationAdjustmentFromAociForDerecognitionAfterTax,auto
us-gaap:Liabilities,us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionReclassificationAdjustmentFromAociForDerecognitionBeforeTax,auto
us-gaap:Liabilities,us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionReclassificationAdjustmentFromAociForDerecognitionTax,auto
us-gaap:Liabilities,us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionUnrealizedGainLossArisingDuringPeriodAfterTax,auto
us-gaap:Liabilities,us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionUnrealizedGainLossArisingDuringPeriodBeforeTax,auto
us-gaap:Liabilities,us-gaap:OtherComprehensiveIncomeLossFinancialLiabilityFairValueOptionUnrealizedGainLossArisingDuringPeriodTax,auto
us-gaap:Liabilities,us-gaap:AccountsPayableAndAccruedLiabilitiesFairValueDisclosure,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsOperatingLossCarryforwardsForeign,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesDeferredExpenseDeferredFinancingCosts,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesGrossCurrent,auto
us-gaap:Assets,us-gaap:DerivativeFinancialInstrumentsAssetsFairValueDisclosure,auto
us-gaap:Liabilities,us-gaap:EmployeeRelatedLiabilities,auto
us-gaap:Revenues,us-gaap:RevenueFromContractWithCustomerIncludingAssessedTax,auto
us-gaap:Assets,us-gaap:BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsNotAmortizable,auto
us-gaap:Assets,us-gaap:BusinessCombinationContingentConsiderationAsset,auto
us-gaap:Assets,us-gaap:DerivativeInstrumentsInHedgesAssetsAtFairValue,auto
us-gaap:Liabilities,us-gaap:DerivativeInstrumentsInHedgesLiabilitiesAtFairValue,auto
us-gaap:Liabilities,us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityIssues,auto
us-gaap:Liabilities,us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,auto
us-gaap:Liabilities,us-gaap:HedgedLiabilityDiscontinuedFairValueHedgeCumulativeIncreaseDecrease,auto
us-gaap:Assets,us-gaap:IndefiniteLivedIntangibleAssetsAcquiredDuringPeriod,auto
us-gaap:Assets,us-gaap:IndefiniteLivedIntangibleAssetsPeriodIncreaseDecrease,auto
us-gaap:Assets,us-gaap:IndefiniteLivedIntangibleAssetsTranslationAndPurchaseAccountingAdjustments,auto
us-gaap:Assets,us-gaap:OtherDerivativesNotDesignatedAsHedgingInstrumentsAssetsAtFairValue,auto
us-gaap:Liabilities,us-gaap:OtherDerivativesNotDesignatedAsHedgingInstrumentsLiabilitiesAtFairValue,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesDeferredExpense,auto
us-gaap:Liabilities,us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySettlements,auto
us-gaap:Assets,us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPeriodIncreaseDecrease,auto
us-gaap:Assets,us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,auto
us-gaap:Assets,us-gaap:FairValueRecurringBasisUnobservableInputReconciliationAssetLiabilityGainLossOci,auto
us-gaap:Assets,us-gaap:IndefinitelivedIntangibleAssetsAcquired,auto
us-gaap:Assets,us-gaap:AssetsHeldForSaleLongLived,auto
us-gaap:Liabilities,us-gaap:BusinessCombinationContingentConsiderationLiabilityCurrent,auto
us-gaap:Assets,us-gaap:DeferredIncomeTaxesAndOtherAssetsCurrent,auto
us-gaap:Assets,us-gaap:DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNet,auto
us-gaap:Assets,us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,auto
us-gaap:OperatingExpenses,us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpenseResearchAndDevelopment,auto
us-gaap:Assets,us-gaap:FiniteLivedIntangibleAssetsFairValueDisclosure,auto
us-gaap:Assets,us-gaap:LongLivedAssetsToBeAbandonedCarryingValueOfAsset,auto
us-gaap:Liabilities,us-gaap:ProductLiabilityContingencyLossExposureInExcessOfAccrualLowEstimate,auto
us-gaap:OperatingExpenses,us-gaap:SegmentReportingInformationDepreciationDepletionAndAmortizationExpense,auto
us-gaap:Assets,us-gaap:SegmentReportingInformationExpendituresForAdditionsToLongLivedAssets,auto
us-gaap:Liabilities,us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingTransitionTaxForAccumulatedForeignEarningsProvisionalLiability,auto
us-gaap:Assets,us-gaap:IncreaseDecreaseInOtherNoncurrentAssets,auto
us-gaap:Revenues,us-gaap:RevenueFromCollaborativeArrangementExcludingRevenueFromContractWithCustomer,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsOtherTaxCarryforwards,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsUnrealizedLossesOnTradingSecurities,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities,auto
us-gaap:OperatingExpenses,us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherExpense,auto
us-gaap:Assets,us-gaap:IndefiniteLivedIntangibleAssetsImpairmentLosses,auto
us-gaap:OperatingExpenses,us-gaap:AccretionExpense,auto
us-gaap:Assets,us-gaap:AssetRetirementObligationPeriodIncreaseDecrease,auto
us-gaap:Assets,us-gaap:AssetsHeldForSaleOtherNoncurrent,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsOtherRangeMaximum,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsOtherRangeMinimum,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsRealEstateRangeMaximum,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsRealEstateRangeMinimum,auto
us-gaap:Assets,us-gaap:DisposalGroupIncludingDiscontinuedOperationLongLivedAssetsNoncurrent,auto
us-gaap:OperatingExpenses,us-gaap:GrandfatheredESOPExpenseRecognitionDividendsUsedByESOPForDebtService,auto
us-gaap:Liabilities,us-gaap:IncreaseDecreaseInAccruedLiabilities,auto
us-gaap:Liabilities,us-gaap:LiabilitiesAssumed1,auto
us-gaap:Revenues,us-gaap:OilAndGasRevenue,auto
us-gaap:OperatingExpenses,us-gaap:OperatingLeasesRentExpenseContingentRentals,auto
us-gaap:OperatingExpenses,us-gaap:OperatingLeasesRentExpenseSubleaseRentals,auto
us-gaap:Assets,us-gaap:ProceedsFromSalesOfAssetsInvestingActivities,auto
us-gaap:Assets,us-gaap:AssetRetirementObligationCashPaidToSettle,auto
us-gaap:Assets,us-gaap:AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,auto
us-gaap:Liabilities,us-gaap:BusinessCombinationConsiderationTransferredLiabilitiesIncurred,auto
us-gaap:Assets,us-gaap:ContractWithCustomerAssetNetNoncurrent,auto
us-gaap:Liabilities,us-gaap:ContractWithCustomerLiabilityIncreaseDecreaseForContractAcquiredInBusinessCombination,auto
us-gaap:OperatingExpenses,us-gaap:DebtInstrumentConvertibleInterestExpense,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetInterestCarryforward,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsLiabilitiesNetCurrent,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesGrossNoncurrent,auto
us-gaap:Assets,us-gaap:FairValueFinancialAssetsMeasuredOnRecurringBasisCashSurrenderValue,auto
us-gaap:OperatingExpenses,us-gaap:IncomeTaxExpenseBenefitContinuingOperationsDiscontinuedOperationsExtraordinaryItems,auto
us-gaap:Assets,us-gaap:IncomeTaxReconciliationDispositionOfAssets,auto
us-gaap:Revenues,us-gaap:RevenueRemainingPerformanceObligationPercentage,auto
us-gaap:Assets,us-gaap:BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentFinancialAssets,auto
us-gaap:Liabilities,us-gaap:BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentFinancialLiabilities,auto
us-gaap:Assets,us-gaap:FiniteLivedIntangibleAssetsPurchaseAccountingAdjustments,auto
us-gaap:Liabilities,us-gaap:AccruedLiabilitiesForUnredeeemedGiftCards,auto
us-gaap:Liabilities,us-gaap:DeferredIncomeTaxesAndOtherLiabilitiesNoncurrent,auto
us-gaap:Revenues,us-gaap:DeferredRevenueAdditions,auto
us-gaap:Revenues,us-gaap:DeferredRevenueRevenueRecognized,auto
us-gaap:Revenues,us-gaap:DeferredRevenueRevenueRecognized1,auto
us-gaap:OperatingExpenses,us-gaap:DiscontinuedOperationTaxExpenseBenefitFromProvisionForGainLossOnDisposal,auto
us-gaap:Assets,us-gaap:InterestExpenseLesseeAssetsUnderCapitalLease,auto
us-gaap:Liabilities,us-gaap:OtherComprehensiveIncomeMinimumPensionLiabilityNetAdjustmentTax,auto
us-gaap:Liabilities,us-gaap:TaxCutsAndJobsActOf2017ChangeInTaxRateDeferredTaxLiabilityIncomeTaxBenefit,auto
us-gaap:Liabilities,us-gaap:TaxCutsAndJobsActOf2017IncompleteAccountingChangeInTaxRateDeferredTaxLiabilityProvisionalIncomeTaxBenefit,auto
us-gaap:OperatingExpenses,us-gaap:TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsIncomeTaxExpense,auto
us-gaap:Liabilities,us-gaap:WorkersCompensationLiabilityCurrentAndNoncurrent,auto
us-gaap:Assets,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedFinancialAssets,auto
us-gaap:Assets,us-gaap:ContractWithCustomerAssetCumulativeCatchUpAdjustmentToRevenueChangeInEstimateOfTransactionPrice,auto
us-gaap:Liabilities,us-gaap:DeferredCompensationLiabilityClassifiedNoncurrent,auto
us-gaap:Assets,us-gaap:DeferredCompensationPlanAssets,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanAssetsForPlanBenefitsCurrentAndNoncurrent,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsOther,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanTargetAllocationPercentageOfAssetsRealEstate,auto
us-gaap:Assets,us-gaap:DepositsAssetsCurrent,auto
us-gaap:Assets,us-gaap:DerivativeAssetsLiabilitiesAtFairValueNet,auto
us-gaap:OperatingExpenses,us-gaap:DisposalGroupIncludingDiscontinuedOperationInterestExpense,auto
us-gaap:Liabilities,us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherCurrentLiabilities,auto
us-gaap:Assets,us-gaap:EquityMethodInvestmentSummarizedFinancialInformationAssets,auto
us-gaap:Revenues,us-gaap:EquityMethodInvestmentSummarizedFinancialInformationCostOfSalesOrRevenue,auto
us-gaap:Assets,us-gaap:EquityMethodInvestmentSummarizedFinancialInformationCurrentAssets,auto
us-gaap:Liabilities,us-gaap:EquityMethodInvestmentSummarizedFinancialInformationCurrentLiabilities,auto
us-gaap:Revenues,us-gaap:EquityMethodInvestmentSummarizedFinancialInformationNetSalesOrGrossRevenue,auto
us-gaap:Assets,us-gaap:EquityMethodInvestmentSummarizedFinancialInformationNoncurrentAssets,auto
us-gaap:Assets,us-gaap:EquityMethodInvestmentUnderlyingEquityInNetAssets,auto
us-gaap:Assets,us-gaap:FairValueInvestmentsEntitiesThatCalculateNetAssetValuePerShareUnobservableInputUnrealizedGainsIncludedInEarnings,auto
us-gaap:OperatingExpenses,us-gaap:IncomeTaxExpenseBenefitIntraperiodTaxAllocation,auto
us-gaap:OperatingExpenses,us-gaap:InterestExpenseJuniorSubordinatedDebentures,auto
us-gaap:Revenues,us-gaap:OperatingLeasesIncomeStatementContingentRevenue,auto
us-gaap:OperatingExpenses,us-gaap:ProductWarrantyExpense,auto
us-gaap:OperatingExpenses,us-gaap:SegmentReportingInformationInterestExpense,auto
us-gaap:OperatingExpenses,us-gaap:TranslationAdjustmentFunctionalToReportingCurrencyTaxBenefitExpense,auto
us-gaap:Assets,us-gaap:AssetsHeldForSaleNotPartOfDisposalGroupCurrentOther,auto
us-gaap:Liabilities,us-gaap:BusinessAcquisitionCostOfAcquiredEntityLiabilitiesIncurred,auto
us-gaap:Liabilities,us-gaap:DefinedBenefitPensionPlanCurrentAndNoncurrentLiabilities,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanExpectedAmortizationOfTransitionAssetObligationNextFiscalYear,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanPlanAssetsTargetAllocationPercentage,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanTargetPlanAssetAllocations,auto
us-gaap:Assets,us-gaap:FairValueAssetsMeasuredOnRecurringBasisEquityMethodInvestments,auto
us-gaap:Liabilities,us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchases,auto
us-gaap:Liabilities,us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,auto
us-gaap:Assets,us-gaap:FiniteLivedIntangibleAssetsFutureAmortizationExpense,auto
us-gaap:Assets,us-gaap:NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed,auto
us-gaap:Liabilities,us-gaap:OtherPostretirementDefinedBenefitPlanLiabilitiesCurrentAndNoncurrent,auto
us-gaap:OperatingExpenses,us-gaap:OtherSellingAndMarketingExpense,auto
us-gaap:Liabilities,us-gaap:PostemploymentBenefitsLiabilityCurrentAndNoncurrent,auto
us-gaap:Assets,us-gaap:SegmentReportingReconcilingItemsAssets,auto
us-gaap:Liabilities,us-gaap:DisposalGroupIncludingDiscontinuedOperationAccruedLiabilitiesCurrent,auto
us-gaap:OperatingExpenses,us-gaap:DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,auto
us-gaap:Assets,us-gaap:DisposalGroupIncludingDiscontinuedOperationIntangibleAssetsNoncurrent,auto
us-gaap:Assets,us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherAssets,auto
us-gaap:Assets,us-gaap:DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssets,auto
us-gaap:Assets,us-gaap:AssetAcquisitionConsiderationTransferred,auto
us-gaap:Assets,us-gaap:AssetsHeldForSaleNotPartOfDisposalGroup,auto
us-gaap:Revenues,us-gaap:BusinessAcquisitionRevenueReportedByAcquiredEntityForLastAnnualPeriod,auto
us-gaap:Liabilities,us-gaap:ContractWithCustomerRefundLiability,auto
us-gaap:Assets,us-gaap:DefinedBenefitPlanAmortizationOfTransitionObligationsAssets,auto
us-gaap:Liabilities,us-gaap:DerivativeInstrumentsAndHedgesLiabilities,auto
us-gaap:OperatingExpenses,us-gaap:DerivativesUsedInNetInvestmentHedgeTaxExpenseBenefit,auto
us-gaap:Assets,us-gaap:IncreaseDecreaseInIntangibleAssetsCurrent,auto
us-gaap:OperatingExpenses,us-gaap:IncreaseDecreaseInPrepaidExpense,auto
us-gaap:Assets,us-gaap:IntangibleAssetsNetIncludingGoodwill,auto
us-gaap:Assets,us-gaap:LongLivedAssetsHeldForSaleImpairmentCharge,auto
us-gaap:OperatingExpenses,us-gaap:OtherNonoperatingExpense,auto
us-gaap:Liabilities,us-gaap:PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesNoncurrent,auto
us-gaap:Liabilities,us-gaap:PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesCurrentAndNoncurrent,auto
us-gaap:OperatingExpenses,us-gaap:TranslationAdjustmentForNetInvestmentHedgeTaxBenefitExpense,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsOperatingLossCarryforwardsDomestic,auto
us-gaap:Liabilities,us-gaap:DisposalGroupIncludingDiscontinuedOperationOtherLiabilities,auto
us-gaap:OperatingExpenses,us-gaap:EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,auto
us-gaap:OperatingExpenses,us-gaap:IncomeTaxReconciliationNondeductibleExpenseRestructuringCharges,auto
us-gaap:Revenues,us-gaap:RecognitionOfDeferredRevenue,auto
us-gaap:Liabilities,us-gaap:TaxCutsAndJobsActOf2017DecreaseInDeferredTaxLiabilityDueToTransitionTax,auto
us-gaap:Liabilities,us-gaap:TaxCutsAndJobsActOf2017TransitionTaxForAccumulatedForeignEarningsLiabilityCurrent,auto
us-gaap:Liabilities,us-gaap:DeferredTaxLiabilitiesZeroCouponNotes,auto
us-gaap:Liabilities,us-gaap:LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,auto
us-gaap:OperatingExpenses,us-gaap:PostemploymentBenefitsPeriodExpense,auto
us-gaap:OperatingExpenses,us-gaap:PrepaidExpenseCurrentAndNoncurrent,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsTaxDeferredExpenseOther,auto
us-gaap:Liabilities,us-gaap:IncomeTaxExaminationIncreaseDecreaseInLiabilityFromPriorYear,auto
us-gaap:Liabilities,us-gaap:IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,auto
us-gaap:OperatingExpenses,us-gaap:CostOfReimbursableExpense,auto
us-gaap:Assets,us-gaap:ForeignCurrencyDerivativeAssetsAtFairValue,auto
us-gaap:Liabilities,us-gaap:ForeignCurrencyDerivativeLiabilitiesAtFairValue,auto
us-gaap:Revenues,us-gaap:IncreaseDecreaseInDeferredRevenue,auto
us-gaap:OperatingExpenses,us-gaap:MarketingExpense,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsGrossCurrent,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsGrossNoncurrent,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsValuationAllowanceNoncurrent,auto
us-gaap:Assets,us-gaap:DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,auto
us-gaap:Liabilities,us-gaap:InterestRateCashFlowHedgeLiabilityAtFairValue,auto
us-gaap:Assets,us-gaap:ProceedsFromSaleOfOtherAssetsInvestingActivities,auto
us-gaap:Revenues,us-gaap:RevenueRecognitionGiftCardsBreakage,auto
us-gaap:Assets,us-gaap:BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesLongTermDebt,auto
us-gaap:Liabilities,us-gaap:DeferredCompensationArrangementWithIndividualRecordedLiability,auto
us-gaap:Assets,us-gaap:DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsPolicyholderLiabilities,auto
us-gaap:Assets,us-gaap:DeferredTaxLiabilitiesOtherFiniteLivedAssets,auto
us-gaap:Assets,us-gaap:FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,auto
us-gaap:Assets,us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseNextRollingTwelveMonths,auto
us-gaap:Assets,us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearFive,auto
us-gaap:Assets,us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearFour,auto
us-gaap:Assets,us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearThree,auto
us-gaap:Assets,us-gaap:FiniteLivedIntangibleAssetsAmortizationExpenseRollingYearTwo,auto
us-gaap:Liabilities,us-gaap:IncreaseDecreaseInHealthCareInsuranceLiabilities,auto
us-gaap:Assets,us-gaap:InterestRateDerivativeAssetsAtFairValue,auto
us-gaap:Liabilities,us-gaap:InterestRateDerivativeLiabilitiesAtFairValue,auto
us-gaap:Liabilities,us-gaap:LiabilityForClaimsAndClaimsAdjustmentExpense,auto
us-gaap:Liabilities,us-gaap:LiabilityForFuturePolicyBenefits,auto
us-gaap:Liabilities,us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseBusinessAcquisitions,auto
us-gaap:Liabilities,us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaid,auto
us-gaap:Liabilities,us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidCurrentYear,auto
us-gaap:Liabilities,us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidCurrentYear1,auto
us-gaap:Liabilities,us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidPriorYears,auto
us-gaap:Liabilities,us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseClaimsPaidPriorYears1,auto
us-gaap:Liabilities,us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredButNotReportedIBNRClaimsAmount,auto
us-gaap:Liabilities,us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaims,auto
us-gaap:Liabilities,us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaims1,auto
us-gaap:Liabilities,us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsCurrentYear,auto
us-gaap:Liabilities,us-gaap:LiabilityForUnpaidClaimsAndClaimsAdjustmentExpenseIncurredClaimsPriorYears,auto
us-gaap:OperatingExpenses,us-gaap:PaymentsForLossesAndLossAdjustmentExpense,auto
